
 PRINT U    NODAL SOLUTION PER NODE
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
       1   0.0000       0.0000       0.0000       0.0000     
       2 -0.79510E-002 0.68546E-002-0.71081E-001 0.71852E-001
       3 -0.11894E-001 0.57395E-002-0.14151      0.14212     
       4 -0.15838E-001 0.86753E-002-0.21598      0.21673     
       5 -0.15792E-001 0.11296E-001-0.28355      0.28422     
       6 -0.15745E-001 0.10063E-001-0.34728      0.34778     
       7 -0.11854E-001 0.16188E-001-0.39633      0.39683     
       8 -0.79627E-002 0.10912E-001-0.43398      0.43419     
       9 -0.49403E-015 0.21199E-001-0.44972      0.45022     
      10  0.79627E-002 0.10912E-001-0.43398      0.43419     
      11  0.11854E-001 0.16188E-001-0.39633      0.39683     
      12  0.15745E-001 0.10063E-001-0.34728      0.34778     
      13  0.15792E-001 0.11296E-001-0.28355      0.28422     
      14  0.15838E-001 0.86753E-002-0.21598      0.21673     
      15  0.11894E-001 0.57395E-002-0.14151      0.14212     
      16  0.79510E-002 0.68546E-002-0.71081E-001 0.71852E-001
      17   0.0000       0.0000       0.0000       0.0000     
      18  0.57225E-001 0.18715E-002-0.15425E-002 0.57276E-001
      19  0.56070E-001 0.65124E-002-0.70232E-001 0.90105E-001
      20  0.54915E-001 0.93644E-002-0.14071      0.15134     
      21  0.49644E-001 0.86174E-002-0.21525      0.22107     
      22  0.44373E-001 0.14883E-001-0.28278      0.28662     
      23  0.35207E-001 0.99488E-002-0.34652      0.34845     
      24  0.26042E-001 0.19703E-001-0.39558      0.39692     
      25  0.13021E-001 0.10550E-001-0.43312      0.43345     
      26 -0.39425E-016 0.23300E-001-0.44876      0.44937     
      27 -0.13021E-001 0.10550E-001-0.43312      0.43345     
      28 -0.26042E-001 0.19703E-001-0.39558      0.39692     
      29 -0.35207E-001 0.99488E-002-0.34652      0.34845     
      30 -0.44373E-001 0.14883E-001-0.28278      0.28662     
      31 -0.49644E-001 0.86174E-002-0.21525      0.22107     
      32 -0.54915E-001 0.93644E-002-0.14071      0.15134     
      33 -0.56070E-001 0.65124E-002-0.70232E-001 0.90105E-001
      34 -0.57225E-001 0.18715E-002-0.15425E-002 0.57276E-001
      35  0.59921E-001 0.14839E-002 0.38761E-003 0.59940E-001
      36  0.59921E-001 0.56635E-002-0.66476E-001 0.89675E-001
      37  0.56207E-001 0.85700E-002-0.14092      0.15196     
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
      38  0.52494E-001 0.78863E-002-0.21178      0.21833     
      39  0.45051E-001 0.14104E-001-0.28295      0.28686     
      40  0.37607E-001 0.91944E-002-0.34299      0.34517     
      41  0.26288E-001 0.18954E-001-0.39568      0.39700     
      42  0.14968E-001 0.96929E-002-0.42935      0.42972     
      43  0.19955E-015 0.22337E-001-0.45131      0.45186     
      44 -0.14968E-001 0.96929E-002-0.42935      0.42972     
      45 -0.26288E-001 0.18954E-001-0.39568      0.39700     
      46 -0.37607E-001 0.91944E-002-0.34299      0.34517     
      47 -0.45051E-001 0.14104E-001-0.28295      0.28686     
      48 -0.52494E-001 0.78863E-002-0.21178      0.21833     
      49 -0.56207E-001 0.85700E-002-0.14092      0.15196     
      50 -0.59921E-001 0.56635E-002-0.66476E-001 0.89675E-001
      51 -0.59921E-001 0.14839E-002 0.38761E-003 0.59940E-001
      52   0.0000       0.0000       0.0000       0.0000     
      53 -0.55826E-002 0.60058E-002-0.67325E-001 0.67822E-001
      54 -0.11165E-001 0.49450E-002-0.14172      0.14224     
      55 -0.13144E-001 0.79442E-002-0.21251      0.21306     
      56 -0.15122E-001 0.10517E-001-0.28373      0.28433     
      57 -0.13274E-001 0.93085E-002-0.34375      0.34413     
      58 -0.11426E-001 0.15438E-001-0.39643      0.39689     
      59 -0.57130E-002 0.10055E-001-0.43020      0.43036     
      60 -0.23939E-015 0.20236E-001-0.44841      0.44887     
      61  0.57130E-002 0.10055E-001-0.43020      0.43036     
      62  0.11426E-001 0.15438E-001-0.39643      0.39689     
      63  0.13274E-001 0.93085E-002-0.34375      0.34413     
      64  0.15122E-001 0.10517E-001-0.28373      0.28433     
      65  0.13144E-001 0.79442E-002-0.21251      0.21306     
      66  0.11165E-001 0.49450E-002-0.14172      0.14224     
      67  0.55826E-002 0.60058E-002-0.67325E-001 0.67822E-001
      68   0.0000       0.0000       0.0000       0.0000     

 MAXIMUM ABSOLUTE VALUES
 NODE         35           26           43           43
 VALUE   0.59921E-001 0.23300E-001-0.45131      0.45186     

