
 PRINT U    NODAL SOLUTION PER NODE
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
       1   0.0000       0.0000       0.0000       0.0000     
       2 -0.80485E-004-0.72965E-003-0.30999      0.30999     
       3  0.90505E-002 0.83456E-002-0.60637      0.60650     
       4  0.18180E-001-0.47909E-003-0.88449      0.88467     
       5  0.36717E-001 0.18902E-001 -1.1359       1.1366     
       6  0.55254E-001 0.12175E-002 -1.3497       1.3508     
       7  0.84205E-001 0.27044E-001 -1.5252       1.5278     
       8  0.10979      0.94398E-003 -1.6308       1.6345     
       9  0.14724      0.44394E-001 -1.6801       1.6871     
      10  0.18465      0.10654E-001 -1.6250       1.6355     
      11  0.21454      0.34540E-001 -1.4981       1.5138     
      12  0.23882      0.81889E-002 -1.3425       1.3636     
      13  0.25940      0.24138E-001 -1.1030       1.1333     
      14  0.27545      0.52606E-002-0.87829      0.92049     
      15  0.28445      0.12027E-001-0.60191      0.66585     
      16  0.29344      0.98390E-003-0.30730      0.42490     
      17  0.29344       0.0000       0.0000      0.29344     
      18  0.29154      0.14073E-002-0.47985E-002 0.29159     
      19  0.28704      0.32990E-002-0.30989      0.42242     
      20  0.28254      0.13795E-001-0.60645      0.66918     
      21  0.27118      0.68996E-002-0.89195      0.93228     
      22  0.25550      0.25953E-001 -1.1358       1.1645     
      23  0.23238      0.89080E-002 -1.3496       1.3695     
      24  0.20926      0.37585E-001 -1.5176       1.5324     
      25  0.17678      0.84778E-002 -1.6306       1.6402     
      26  0.14430      0.44003E-001 -1.6796       1.6863     
      27  0.10965      0.88607E-002 -1.6173       1.6210     
      28  0.82391E-001 0.31831E-001 -1.5115       1.5141     
      29  0.55485E-001 0.65122E-002 -1.3222       1.3234     
      30  0.37522E-001 0.24967E-001 -1.1295       1.1304     
      31  0.19990E-001 0.50882E-002-0.84499      0.84524     
      32  0.11202E-001 0.11082E-001-0.60195      0.60216     
      33  0.68274E-002 0.12010E-002-0.30717      0.30725     
      34  0.24533E-002-0.55078E-003-0.42600E-002 0.49467E-002
      35  0.29254      0.11158E-002 0.29146E-003 0.29255     
      36  0.29560      0.33046E-002-0.30828      0.42711     
      37  0.28633      0.13948E-001-0.60610      0.67048     
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
      38  0.27456      0.65322E-002-0.87793      0.91988     
      39  0.25605      0.25936E-001 -1.1289       1.1578     
      40  0.23753      0.88005E-002 -1.3414       1.3623     
      41  0.21022      0.37624E-001 -1.5148       1.5298     
      42  0.18266      0.87424E-002 -1.6269       1.6371     
      43  0.14787      0.43482E-001 -1.6825       1.6895     
      44  0.10801      0.78418E-002 -1.6171       1.6207     
      45  0.83877E-001 0.31936E-001 -1.5135       1.5162     
      46  0.56099E-001 0.63694E-002 -1.3443       1.3455     
      47  0.33667E-001 0.24620E-001 -1.1029       1.1037     
      48  0.15439E-001 0.46819E-002-0.84399      0.84415     
      49  0.99742E-002 0.11119E-001-0.60272      0.60290     
      50  0.50718E-003 0.10727E-002-0.30633      0.30634     
      51  0.50718E-003-0.43671E-003-0.11407E-003 0.67894E-003
      52   0.0000       0.0000       0.0000       0.0000     
      53  0.48043E-002-0.82578E-003-0.30549      0.30553     
      54  0.96077E-002 0.84203E-002-0.60064      0.60078     
      55  0.23744E-001-0.16424E-003-0.88530      0.88562     
      56  0.37597E-001 0.18920E-001 -1.1376       1.1384     
      57  0.60939E-001 0.13939E-002 -1.3503       1.3517     
      58  0.82900E-001 0.27635E-001 -1.5075       1.5100     
      59  0.11509      0.76140E-003 -1.6224       1.6264     
      60  0.14984      0.44076E-001 -1.6728       1.6800     
      61  0.17905      0.10271E-001 -1.6238       1.6337     
      62  0.21081      0.35582E-001 -1.5131       1.5282     
      63  0.23621      0.80786E-002 -1.3243       1.3452     
      64  0.25655      0.24714E-001 -1.1297       1.1587     
      65  0.27150      0.46102E-002-0.84413      0.88673     
      66  0.28303      0.12064E-001-0.60257      0.66584     
      67  0.28790      0.85563E-003-0.30646      0.42048     
      68  0.29277       0.0000       0.0000      0.29277     

 MAXIMUM ABSOLUTE VALUES
 NODE         36            9           43           43
 VALUE   0.29560      0.44394E-001 -1.6825       1.6895     

