
 PRINT U    NODAL SOLUTION PER NODE
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
       1   0.0000       0.0000       0.0000       0.0000     
       2 -0.11645E-001 0.10040E-001-0.10411      0.10524     
       3 -0.17421E-001 0.84063E-002-0.20726      0.20816     
       4 -0.23197E-001 0.12706E-001-0.31634      0.31744     
       5 -0.23129E-001 0.16544E-001-0.41531      0.41628     
       6 -0.23062E-001 0.14739E-001-0.50864      0.50937     
       7 -0.17362E-001 0.23709E-001-0.58048      0.58122     
       8 -0.11663E-001 0.15983E-001-0.63563      0.63594     
       9  0.53877E-015 0.31049E-001-0.65869      0.65942     
      10  0.11663E-001 0.15983E-001-0.63563      0.63594     
      11  0.17362E-001 0.23709E-001-0.58048      0.58122     
      12  0.23062E-001 0.14739E-001-0.50864      0.50937     
      13  0.23129E-001 0.16544E-001-0.41531      0.41628     
      14  0.23197E-001 0.12706E-001-0.31634      0.31744     
      15  0.17421E-001 0.84063E-002-0.20726      0.20816     
      16  0.11645E-001 0.10040E-001-0.10411      0.10524     
      17   0.0000       0.0000       0.0000       0.0000     
      18  0.83814E-001 0.27412E-002-0.22592E-002 0.83890E-001
      19  0.82123E-001 0.95383E-002-0.10287      0.13197     
      20  0.80431E-001 0.13716E-001-0.20609      0.22166     
      21  0.72711E-001 0.12621E-001-0.31527      0.32379     
      22  0.64990E-001 0.21798E-001-0.41417      0.41980     
      23  0.51566E-001 0.14571E-001-0.50753      0.51035     
      24  0.38142E-001 0.28858E-001-0.57938      0.58135     
      25  0.19071E-001 0.15452E-001-0.63437      0.63485     
      26 -0.18581E-015 0.34126E-001-0.65728      0.65817     
      27 -0.19071E-001 0.15452E-001-0.63437      0.63485     
      28 -0.38142E-001 0.28858E-001-0.57938      0.58135     
      29 -0.51566E-001 0.14571E-001-0.50753      0.51035     
      30 -0.64990E-001 0.21798E-001-0.41417      0.41980     
      31 -0.72711E-001 0.12621E-001-0.31527      0.32379     
      32 -0.80431E-001 0.13716E-001-0.20609      0.22166     
      33 -0.82123E-001 0.95383E-002-0.10287      0.13197     
      34 -0.83814E-001 0.27412E-002-0.22592E-002 0.83890E-001
      35  0.87763E-001 0.21734E-002 0.56771E-003 0.87791E-001
      36  0.87763E-001 0.82951E-002-0.97364E-001 0.13134     
      37  0.82324E-001 0.12552E-001-0.20640      0.22257     
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
      38  0.76886E-001 0.11551E-001-0.31018      0.31978     
      39  0.65983E-001 0.20657E-001-0.41442      0.42015     
      40  0.55081E-001 0.13467E-001-0.50237      0.50556     
      41  0.38502E-001 0.27761E-001-0.57953      0.58147     
      42  0.21923E-001 0.14197E-001-0.62884      0.62938     
      43  0.24754E-015 0.32716E-001-0.66101      0.66182     
      44 -0.21923E-001 0.14197E-001-0.62884      0.62938     
      45 -0.38502E-001 0.27761E-001-0.57953      0.58147     
      46 -0.55081E-001 0.13467E-001-0.50237      0.50556     
      47 -0.65983E-001 0.20657E-001-0.41442      0.42015     
      48 -0.76886E-001 0.11551E-001-0.31018      0.31978     
      49 -0.82324E-001 0.12552E-001-0.20640      0.22257     
      50 -0.87763E-001 0.82951E-002-0.97364E-001 0.13134     
      51 -0.87763E-001 0.21734E-002 0.56771E-003 0.87791E-001
      52   0.0000       0.0000       0.0000       0.0000     
      53 -0.81765E-002 0.87964E-002-0.98607E-001 0.99336E-001
      54 -0.16353E-001 0.72427E-002-0.20756      0.20833     
      55 -0.19251E-001 0.11636E-001-0.31125      0.31206     
      56 -0.22148E-001 0.15403E-001-0.41556      0.41644     
      57 -0.19442E-001 0.13634E-001-0.50347      0.50403     
      58 -0.16735E-001 0.22612E-001-0.58063      0.58131     
      59 -0.83675E-002 0.14727E-001-0.63010      0.63032     
      60  0.98849E-015 0.29639E-001-0.65677      0.65743     
      61  0.83675E-002 0.14727E-001-0.63010      0.63032     
      62  0.16735E-001 0.22612E-001-0.58063      0.58131     
      63  0.19442E-001 0.13634E-001-0.50347      0.50403     
      64  0.22148E-001 0.15403E-001-0.41556      0.41644     
      65  0.19251E-001 0.11636E-001-0.31125      0.31206     
      66  0.16353E-001 0.72427E-002-0.20756      0.20833     
      67  0.81765E-002 0.87964E-002-0.98607E-001 0.99336E-001
      68   0.0000       0.0000       0.0000       0.0000     

 MAXIMUM ABSOLUTE VALUES
 NODE         35           26           43           43
 VALUE   0.87763E-001 0.34126E-001-0.66101      0.66182     

