
 PRINT U    NODAL SOLUTION PER NODE
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
       1   0.0000       0.0000       0.0000       0.0000     
       2  0.10342E-003-0.40331E-003-0.34426      0.34426     
       3  0.10232E-001 0.99577E-002-0.67412      0.67427     
       4  0.20361E-001 0.56011E-004-0.98372      0.98393     
       5  0.40734E-001 0.20669E-001 -1.2629       1.2637     
       6  0.61107E-001 0.44954E-003 -1.5013       1.5025     
       7  0.91591E-001 0.31120E-001 -1.6888       1.6916     
       8  0.12208      0.99313E-003 -1.8156       1.8197     
       9  0.16329      0.43420E-001 -1.8725       1.8801     
      10  0.20451      0.85580E-003 -1.8156       1.8271     
      11  0.23498      0.30858E-001 -1.6888       1.7054     
      12  0.26545      0.88953E-004 -1.5013       1.5246     
      13  0.28580      0.20248E-001 -1.2629       1.2950     
      14  0.30614     -0.37571E-003-0.98375       1.0303     
      15  0.31623      0.95827E-002-0.67412      0.74467     
      16  0.32631     -0.65211E-003-0.34429      0.47436     
      17  0.32631       0.0000       0.0000      0.32631     
      18  0.32526      0.48074E-003-0.49879E-002 0.32530     
      19  0.32038      0.20144E-002-0.34413      0.47018     
      20  0.31549      0.12693E-001-0.67412      0.74440     
      21  0.30030      0.28352E-002-0.98374       1.0286     
      22  0.28512      0.23444E-001 -1.2629       1.2949     
      23  0.25975      0.32078E-002 -1.5013       1.5236     
      24  0.23438      0.33764E-001 -1.6889       1.7054     
      25  0.19884      0.31161E-002 -1.8154       1.8262     
      26  0.16330      0.42337E-001 -1.8720       1.8796     
      27  0.12775      0.29774E-002 -1.8154       1.8199     
      28  0.92201E-001 0.33500E-001 -1.6889       1.6917     
      29  0.66812E-001 0.28434E-002 -1.5013       1.5028     
      30  0.41424E-001 0.23019E-001 -1.2629       1.2638     
      31  0.26207E-001 0.24015E-002-0.98377      0.98412     
      32  0.10990E-001 0.12321E-001-0.67411      0.67431     
      33  0.60798E-002 0.17719E-002-0.34417      0.34423     
      34  0.11693E-002 0.44388E-003-0.50025E-002 0.51565E-002
      35  0.32639      0.38118E-003 0.99565E-004 0.32639     
      36  0.32639      0.18836E-002-0.34108      0.47209     
      37  0.31606      0.12692E-001-0.67139      0.74217     
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
      38  0.30573      0.28546E-002-0.98106       1.0276     
      39  0.28530      0.23426E-001 -1.2602       1.2923     
      40  0.26487      0.32192E-002 -1.4986       1.5218     
      41  0.23420      0.33800E-001 -1.6861       1.7026     
      42  0.20353      0.28649E-002 -1.8120       1.8234     
      43  0.16324      0.41807E-001 -1.8756       1.8832     
      44  0.12295      0.27261E-002 -1.8120       1.8162     
      45  0.92286E-001 0.33535E-001 -1.6861       1.6889     
      46  0.61627E-001 0.28549E-002 -1.4986       1.4999     
      47  0.41221E-001 0.23001E-001 -1.2602       1.2611     
      48  0.20814E-001 0.24230E-002-0.98110      0.98132     
      49  0.10520E-001 0.12316E-001-0.67140      0.67160     
      50  0.22546E-003 0.16477E-002-0.34114      0.34115     
      51  0.22546E-003 0.35195E-003 0.91931E-004 0.42796E-003
      52   0.0000       0.0000       0.0000       0.0000     
      53  0.51966E-002-0.53415E-003-0.34121      0.34125     
      54  0.10393E-001 0.99567E-002-0.67139      0.67154     
      55  0.25669E-001 0.75443E-004-0.98104      0.98137     
      56  0.40944E-001 0.20651E-001 -1.2602       1.2611     
      57  0.66414E-001 0.46090E-003 -1.4986       1.5000     
      58  0.91883E-001 0.31155E-001 -1.6860       1.6888     
      59  0.12756      0.74191E-003 -1.8123       1.8168     
      60  0.16323      0.42890E-001 -1.8660       1.8736     
      61  0.19891      0.60458E-003 -1.8123       1.8232     
      62  0.23459      0.30893E-001 -1.6860       1.7026     
      63  0.26008      0.10047E-003 -1.4986       1.5210     
      64  0.28557      0.20230E-001 -1.2602       1.2923     
      65  0.30088     -0.35420E-003-0.98108       1.0262     
      66  0.31619      0.95768E-002-0.67141      0.74220     
      67  0.32146     -0.77632E-003-0.34127      0.46883     
      68  0.32672       0.0000       0.0000      0.32672     

 MAXIMUM ABSOLUTE VALUES
 NODE         68            9           43           43
 VALUE   0.32672      0.43420E-001 -1.8756       1.8832     

